id;nombre;TiposExamen_id;requiereAutorizacion;citaControl;codigoCups;codigoRips;concepto_id;edadFin;edadIni;estadoReg;tipoRadiologia_id;solicitaEnfermeria;centroCosto;cita1Vez;consentimientoInformado;cuentaContable;cupsCategoria;cupsGrupo;cupsSubgrupo;distribucionTerceros;duracion;finalidad;manejaInterfaz;nivelAtencion;resolucion1132;grupoQx_id;cantidadUvr;honorarios;cupsSubCategoria;tipoHonorario_id
3592;EDUCACION INDIVIDUAL EN SALUD, POR TRABAJO SOCIAL;4;N;0;990207;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3599;EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION DE MUJERES GESTANTES Y LACTANTES;4;N;0;990223;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3600;EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION DE ADULTO MAYOR;4;N;0;990224;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3650;CARDIOVERSION ELECTRICA A TORAX CERRADO ELECTIVA;4;N;0;996101;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3651;CARDIOVERSION ELECTRICA A TORAX CERRADO;4;N;0;996102;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3700;ELABORACION DE MAPAS DE RIESGOS DE LOS EVENTOS BAJO VIGILANCIA INTENSIFICADA;4;N;0;A30003;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3701;DIVULGACION DE ANALISIS EPIDEMIOLOGICOS (ESCENARIOS) POR LUGAR, TIEMPO Y PERSONA;4;N;0;A30004;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3715;FIEBRE AMARILLA DETERMINACION;4;N;0;A32003;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3716;FIEBRE AMARILLA TIPIFICACION;4;N;0;A32004;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3723;DETECCION ANTIGENO VIRUS (ESPECIFICO) REACCION EN CADENA DE LA POLIMERASA;4;N;0;A32012;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3724;ENTEROVIRUS DETECCION REACCION EN CADENA DE LA POLIMERASA;4;N;0;A32014;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3727;CHIKUNGUNYA DETECCION REACCION EN CADENA DE LA POLIMERASA;4;N;0;A32017;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3728;FIEBRE AMARILLA DETECCION REACCION EN CADENA DE LA POLIMERASA;4;N;0;A32019;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3730;CHIKUNGUNYA ANTICUERPOS Ig G;4;N;0;A32021;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3731;CHIKUNGUNYA ANTICUERPOS Ig M;4;N;0;A32022;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3732;DENGUE AISLAMIENTO VIRAL;4;N;0;A32024;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3733;FIEBRE AMARILLA AISLAMIENTO VIRAL;4;N;0;A32025;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3761;ENCEFALITIS EQUINA AISLAMIENTO;4;N;0;A32302;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3828;ENSAYOS FISICOS Y QUIMICO PARA PRODUCTOS MOLDEADOS;4;N;0;A32851;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3830;DESCRIPCION DEL TIPO DE ENVASE PARA PRODUCTOS MOLDEADOS;4;N;0;A32853;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3831;ENSAYOS BIOLOGICOS PARA COSMETICOS EN POLVO COMPACTOS Y SUELTOS;4;N;0;A32860;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3832;ENSAYOS FISICOS Y QUIMICO PARA COSMETICOS EN POLVO COMPACTOS Y SUELTOS;4;N;0;A32861;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3834;DESCRIPCION DEL TIPO DE ENVASE PARA COSMETICOS EN POLVO COMPACTOS Y SUELTOS;4;N;0;A32863;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3835;ENSAYOS BIOLOGICOS DE PRODUCTOS DE HIGIENE PERSONAL;4;N;0;A32870;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3836;ENSAYOS FISICOS Y QUIMICO DE PRODUCTOS DE HIGIENE PERSONAL;4;N;0;A32871;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3838;DESCRIPCION DEL TIPO DE ENVASE DE PRODUCTOS DE HIGIENE PERSONAL;4;N;0;A32873;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3839;ENSAYOS BIOLOGICOS DE FORMAS FARMACEUTICAS SOLIDAS NO ESTERILES;4;N;0;A32901;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3840;ENSAYOS FISICOS Y QUIMICO DE FORMAS FARMACEUTICAS SOLIDAS NO ESTERILES;4;N;0;A32902;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3842;DESCRIPCION DEL TIPO DE ENVASE Y EMPAQUE DE FORMAS FARMACEUTICAS SOLIDAS NO ESTERILES;4;N;0;A32904;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3843;ENSAYOS BIOLOGICOS DE FORMAS FARMACEUTICAS LIQUIDAS NO ESTERILES;4;N;0;A32910;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3844;ENSAYOS FISICOS Y QUIMICO DE FORMAS FARMACEUTICAS LIQUIDAS NO ESTERILES;4;N;0;A32911;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3846;DESCRIPCION DEL TIPO DE ENVASE Y EMPAQUE DE FORMAS FARMACEUTICAS LIQUIDAS NO ESTERILES;4;N;0;A32913;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3847;ENSAYOS BIOLOGICOS DE FORMAS FARMACEUTICAS SEMISOLIDAS NO ESTERILES;4;N;0;A32920;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3848;ENSAYOS FISICOS Y QUIMICO DE FORMAS FARMACEUTICAS SEMISOLIDAS NO ESTERILES;4;N;0;A32921;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3850;DESCRIPCION DEL TIPO DE ENVASE Y EMPAQUE DE FORMAS FARMACEUTICAS SEMISOLIDAS NO ESTERILES;4;N;0;A32923;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3851;ENSAYOS BIOLOGICOS DE FORMAS FARMACEUTICAS LIQUIDAS ESTERILES;4;N;0;A32930;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3852;ENSAYOS FISICOS Y QUIMICO DE FORMAS FARMACEUTICAS LIQUIDAS ESTERILES;4;N;0;A32931;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3854;DESCRIPCION DEL TIPO DE ENVASE Y EMPAQUE DE FORMAS FARMACEUTICAS LIQUIDAS ESTERILES;4;N;0;A32933;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3855;ENSAYOS BIOLOGICOS DE FORMAS FARMACEUTICAS SEMISOLIDAS ESTERILES;4;N;0;A32940;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3856;ENSAYOS FISICOS Y QUIMICO DE FORMAS FARMACEUTICAS SEMISOLIDAS ESTERILES;4;N;0;A32941;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3858;DESCRIPCION DEL TIPO DE ENVASE Y EMPAQUE DE FORMAS FARMACEUTICAS SEMISOLIDAS ESTERILES;4;N;0;A32943;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3859;ENSAYOS BIOLOGICOS DE FORMAS FARMACEUTICAS SOLIDAS ESTERILES;4;N;0;A32950;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3860;ENSAYOS FISICOS Y QUIMICO DE FORMAS FARMACEUTICAS SOLIDAS ESTERILES;4;N;0;A32951;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3862;DESCRIPCION DEL TIPO DE ENVASE Y EMPAQUE DE FORMAS FARMACEUTICAS SOLIDAS ESTERILES;4;N;0;A32953;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3863;ENSAYOS BIOLOGICOS DE DISPOSITIVOS TRANSDERMICOS DE ACCION LOCAL Y OTROS;4;N;0;A32980;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3864;ENSAYOS FISICOS Y QUIMICOS DE DISPOSITIVOS TRANSDERMICOS DE ACCION LOCAL Y OTROS;4;N;0;A32981;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3866;DESCRIPCION DEL TIPO DE ENVASE Y EMPAQUE DE DISPOSITIVOS TRANSDERMICOS Y OTROS;4;N;0;A32983;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3870;ELABORACION DE MAPAS DE RIESGO CON INDICADORES DE CALIDAD DEL AGUA PARA CONSUMO HUMANO Y EVENTOS DE SALUD ASOCIADOS;4;N;0;A40004;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3871;CENSO ACTUALIZADO DE ESTABLECIMIENTOS PRODUCTORES DE RESIDUOS PELIGROSOS;4;N;0;A40101;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3874;ELABORACION DE MAPAS DE RIESGO CON MONITOREO CONTINUO DEL MANEJO SANITARIO DE RESIDUOS SOLIDOS Y LIQUIDOS;4;N;0;A40104;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3875;CENSO ACTUALIZADO DE ESTABLECIMIENTOS QUE FABRICAN, PROCESAN, COMERCIALIZAN, ALMACENAN, EXPENDEN O CONSUMEN ALIMENTOS Y BEBIDAS;4;N;0;A40201;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3878;ELABORACION DE MAPAS DE RIESGO CON MONITOREO DEL CONTROL DE CALIDAD DE ALIMENTOS Y BEBIDAS;4;N;0;A40204;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3889;CONTROL DE RESERVORIOS SILVESTRES (MURCIELAGOS HEMATOFAGOS) DE RABIA PARESIANTE;4;N;0;A40503;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3890;FOMENTO DE PROGRAMAS DE DESRATIZACION;4;N;0;A40504;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3892;ELABORACION DE MAPAS DE RIESGO CON MONITOREO Y CONTROL DE ZOONOSIS;4;N;0;A40506;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3898;FOCALIZACION DE LAS AREAS DE TRANSMISION DE LAS ENFERMEDADES TRANSMITIDAS POR VECTORES;4;N;0;A41101;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3902;ELABORACION DE MAPAS DE RIESGO CON IDENTIFICACION DE AREAS DE TRANSMISION ACTIVAS, CRIADEROS DE VECTORES POTENCIALES Y POSITIVOS;4;N;0;A41105;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3903;CONTROL SELECTIVO DE VECTORES EN MALARIA;4;N;0;A41201;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3905;ESTABLECIMIENTO DE LA ORGANIZACION DEL PROCESO DE PLANEACION, POR EL ENTE TERRITORIAL;4;N;0;A51001;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3909;DEFINICION DE CRITERIOS DE DISTRIBUCION DE LOS RECURSOS FINANCIEROS DEL PLAN DE INTERVENCIONES COLECTIVAS MUNICIPAL O DISTRITAL;4;N;0;A51201;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3910;ELABORACION DE PROYECTOS CONCERTADOS EN: PROMOCION DE LA SALUD, PREVENCION DE LA ENFERMEDAD, VIGILANCIA EN SALUD PUBLICA, SALUD AMBIENTAL Y GESTION EN SALUD PUBLICA.;4;N;0;A51202;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3911;CONCERTACION DE LOS PLANES DE PROMOCION Y PREVENCION CON LAS ENTIDADES ADMINISTRADORAS DE PLANES DE BENEFICIOS (EPS, ARS, ADAPTADAS ENTRE OTRAS) EXISTENTES EN LA LOCALIDAD;4;N;0;A51203;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3912;DESARROLLO DE PROCESOS DE PARTICIPACION SOCIAL (CIUDADANA Y COMUNITARIA) EN LA GESTION DE SALUD PUBLICA;4;N;0;A51204;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3913;DEFINICION DE CRITERIOS DE DISTRIBUCION DE LOS RECURSOS FINANCIEROS DEL PLAN DE INTERVENCIONES COLECTIVAS DEPARTAMENTAL;4;N;0;A51220;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3917;FORMULACION DEL PROYECTO DE ADECUACION EN RECURSOS FISICOS, TECNICOS Y TECNOLOGICOS;4;N;0;A52001;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3918;CONFORMACION DEL EQUIPO INTERDISCIPLINARIO PARA LA GESTION DEL PLAN DE INTERVENCIONES COLECTIVAS MUNICIPAL O DISTRITAL;4;N;0;A53001;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3919;DESARROLLO DE UNIDADES DE VIGILANCIA EN SALUD PUBLICA (SIVIGILA) MUNICIPALES O DISTRITALES;4;N;0;A53002;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3920;DESARROLLO DEL CONCEJO MUNICIPAL DE ZOONOSIS;4;N;0;A53003;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3921;FORTALECIMIENTO DEL EQUIPO DE CONTROL DE VECTORES DEL MUNICIPIO O DISTRITO;4;N;0;A53005;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3922;FORMACION DE AGENTES MULTIPLICADORES INTERSECTORIALES PARA EL CONTROL DE FACTORES DE RIESGOS DEL AMBIENTE FISICOS, QUIMICOS, BIOLOGICOS Y DEL CONSUMO;4;N;0;A53006;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3946;CUMPLIMIENTO DE METAS E INDICADORES EN LABORATORIO DE SALUD PUBLICA;4;N;0;A55104;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3947;CUMPLIMIENTO DE METAS E INDICADORES EN SALUD AMBIENTAL (CALIDAD DEL AGUA PARA CONSUMO HUMANO, ALIMENTOS Y BEBIDAS);4;N;0;A55105;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3948;CUMPLIMIENTO DE METAS E INDICADORES EN SALUD AMBIENTAL (CALIDAD SANITARIA DE ESTABLECIMIENTOS PUBLICOS Y PUERTOS);4;N;0;A55106;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3949;CUMPLIMIENTO DE METAS E INDICADORES EN SALUD AMBIENTAL (ZOONOSIS);4;N;0;A55107;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3950;CUMPLIMIENTO DE METAS E INDICADORES EN SALUD AMBIENTAL (CONTROL DE VECTORES) (ETV);4;N;0;A55108;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3952;DRENAJE PERCUT¡NEO DE ABSCESOS O COLECCIONES INTRAABDOMINALES (356);4;N;0;M21520;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3954;ESPECIALISARA EN ANESTESIOLOGÕA;4;N;0;S41201;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3957;DOSIMETRIA DE RUIDO;4;N;0;T10002;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3958;ESTUDIO DE ILUMINACION;4;N;0;T10003;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3959;ESTUDIO DE TEMPERATURAS EXTREMAS Y CONFORT TERMICO CROMATICO;4;N;0;T10004;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3960;ESTUDIO DE RADIACION IONIZANTE;4;N;0;T10005;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3961;ESTUDIO DE RADIACION NO IONIZANTE;4;N;0;T10006;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3962;ESTUDIO DE VIBRACION LOCALIZADA (MANO-BRAZO);4;N;0;T10007;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3963;ESTUDIO DE VIBRACION GLOBAL (CUERPO ENTERO);4;N;0;T10008;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
4015;CORRECION DE MENINGOCELE DE FOSA ANTERIOR, CON AVANCE FRONTO ORBITARIO Y PLASTIA DE MENINGE;4;N;;21212;;;;;A;;;;;;;;;;;;;;;;12;42;;;
4016;CORRECION DE MENINGOCELE , POR CRANIECTOMIA;4;N;;21209;;;;;A;;;;;;;;;;;;;;;;12;42;;;
4019;CONSULTA DE CONTROL O SEGUIMIENTO POR MEDICINA GENERAL (413);4;N;;890301;;;;;A;;;;;;;;;;;;;;;;12;42;;;
4020;CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL;4;N;;890201;;;;;A;;;;;;;;;;;;;;;;12;42;;;
1733;RESECCION DE TUMOR O LESION MULTIRADICULAR SACRO VIA ABIERTA;3;N;0;34424;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
251;CULTIVO PARA VIRUS;1;N;0;901219;0;14;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
303;ANTICOAGULANTE LUPICO;1;S;0;902004;0;14;120;0;A;;.;;;;;;;;;;;;;;5;31;;;
2077;MIELOGRAFIA LUMBAR;3;N;0;875530;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2417;REDUCCION DE PATOGENOS EN SANGRE TOTAL, COMPONENTES DE PLASMA O PLAQUETAS (HASTA 6 PLASMAS O PLAQUETAS ESTANDAR) O POR AFERESIS.;3;N;0;911120;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2420;RADIOCIRUGIA INTRACRANEAL DE FUENTE UNICA DE FOTONES (PLANEACION COMPUTARIZADA Y SIMULACION VIRTUAL);3;N;0;923104;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2430;MANIPULACION Y APLICACION DE YESO PARA MALFORMACION CONGENITA DE PIE;3;N;0;935308;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2431;ULTRABIOMICROSCOPIA OCULAR;3;N;0;951304;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2438;TERAPIA DE REHABILITACION COGNITIVA;3;N;0;944301;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2448;TOPOGRAFIA COMPUTADA CORNEAL SIMPLE ;3;N;0;951501;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2449;TOPOGRAFIA COMPUTADA CORNEAL POR ELEVACION;3;N;0;951502;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2452;TOMOGRAFIA OPTICA DE SEGMENTO ANTERIOR ;3;N;0;951901;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2453;TOMOGRAFIA OPTICA DE SEGMENTO POSTERIOR ;3;N;0;951902;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2459;POTENCIALES VISUALES EVOCADOS MONOFOCALES;3;N;0;952302;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2460;POTENCIALES VISUALES EVOCADOS MULTIFOCALES;3;N;0;952303;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2463;PRUEBA DE SOBRECARGA HIDRICA;3;N;0;952603;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2464;PRUEBA DE PROVOCACION CON SUSTANCIA TERAPEUTICA;3;N;0;952604;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2465;PRUEBA DE PROVOCACION CONJUNTIVAL CON ALERGENOS ESPECIFICOS;3;N;0;952901;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2471;TRANSFERENCIA EMBRIONARIA;3;N;0;967006;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2474;TERAPIA ANTINEOPLASICA MIELOABLATIVA;3;N;0;992508;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2475;MONOTERAPIA ANTINEOPLASICA DE BAJA TOXICIDAD;3;N;0;992509;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2476;MONOTERAPIA ANTINEOPLASICA DE ALTA TOXICIDAD;3;N;0;992511;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2478;MONITOREO DE LA PROFUNDIDAD ANESTESICA;3;N;0;998201;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2479;MONITOREO DEL ESTADO DE LA RELAJACION MUSCULAR (UNION MIONEURAL);3;N;0;998202;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2480;MONITOREO DE LA PERFUSION TISULAR;3;N;0;998203;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2481;MONITOREO DE OXIGENACION CEREBRAL;3;N;0;998204;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2482;MONITOREO DE FLUJO SANGUINEO CEREBRAL;3;N;0;998205;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2483;MONITOREO DE METABOLISMO CEREBRAL;3;N;0;998206;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2484;MONITOREO DE PRESION INTRACRANEAL;3;N;0;998207;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2488;SOPORTE DE SEDACION PARA CONSULTA O APOYO DIAGNOSTICO;3;N;0;998702;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2489;MAPEO CORPORAL AUTOMATIZADO;3;N;0;998703;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2490;ORTOTOMOGRAFIA ;3;N;0;L87300;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2498;SEGREGACION;3;N;0;T11105;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1855;CANTOTOMIA;3;N;0;83801;0;7;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
518;SEROTONINA-5 HIDROXI-TRIPTAMINA;1;N;0;903434;0;14;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1601;RECONSTRUCCION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA ENDONASAL ENDOSCOPICA;3;N;0;21302;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1602;RECONSTRUCCION DE LA BASE DEL CRANEO FOSA MEDIA VIA CRANEAL;3;N;0;21303;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1603;RECONSTRUCCION DE LA BASE DEL CRANEO FOSA MEDIA VIA ENDONASAL ENDOSCOPICA;3;N;0;21304;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1604;RECONSTRUCCION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA CRANEAL;3;N;0;21305;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1605;RECONSTRUCCION DE LA BASE DEL CRANEO FOSA VIA ENDONASAL ENDOSCOPICA;3;N;0;21306;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1606;RECONSTRUCCION DE LA BOVEDA DEL CRANEO UNILATERAL;3;N;0;21307;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
1607;RECONSTRUCCION DE LA BOVEDA DEL CRANEO BILATERAL;3;N;0;21308;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2811;MONITOREO DE PRESION ARTERIAL SISTEMICA SOD;4;N;0;896100;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
44;Actynomices, ANTICUERPOS +;1;N;0;906101;0;14;120;0;A;;.;;;;;;;;;;;;;;5;31;;;
2502;SISTEMA DE VIGILANCIA EPIDEMIOLOGICA DE LA SALUD DE LOS TRABAJADORES;3;N;0;T32001;0;7;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2523;TERAPIA CON RADIOISOTOPOS SOD ;2;N;0;922800;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2535;TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV,PRE O POP GANGLION;2;N;0;922413;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2563;TELETERAPIA CON ELECTRONES CAMPO UNICO;2;N;0;922501;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2564;TELETERAPIA CON ELECTRONES CAMPOS MULTIPLES;2;N;0;922502;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2565;TELETERAPIA CON ELECTRONES COMBINADA;2;N;0;922503;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2569;MODALIDADES CINETICAS DE TERAPIA SOD +;2;N;0;931100;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2570;MODALIDADES ELECTRICAS Y ELECTROMAGNETICAS DE TERAPIA SOD +;2;N;0;931500;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2571;TERAPIA FONOAUDIOLOGICA PARA DESORDENES DEL HABLA, VOZ, FLUIDEZ,;2;N;0;937200;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2572;OTRO ADIESTRAMIENTO Y TERAPIA DEL HABLA SOD;2;N;0;937500;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2573;TERAPIA OCUPACIONAL INTEGRAL SOD ;2;N;0;938300;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2574;OTRA TERAPIA CON OXIGENO (EFECTO CITOREDUCTIVO, OXIGENADORES,;2;N;0;939600;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2575;MEDICION DEL UMBRAL DEL REFLEJO ESTAPEDIAL (IPSILATERAL Y CONTRA;2;N;0;954303;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2684;QUIMIOTERAPIA INTRATECAL;2;N;0;992502;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2685;POLIQUIMIOTERAPIA DE BAJO RIESGO (CICLO DE TRATAMIENTO);2;N;0;992504;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2686;POLIQUIMIOTERAPIA DE ALTO RIESGO (CICLO DE TRATAMIENTO);2;N;0;992505;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2691;MONITOREO Y CONTROL DE HIPERTERMIA INDUCIDA (TERAPIA COMPLEMENTARIA);2;N;0;998501;0;8;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2870;PERFIL DE SOLVENTES ORGANICOS;4;N;0;T10112;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2871;PERFIL DE HIDROCARBUROS AROMATICOS POLINUCLEARES;4;N;0;T10113;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2872;PERFIL DE METALES TOXICOS;4;N;0;T10114;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2873;PERFIL DE HUMOS METALICOS EN SOLDADURA;4;N;0;T10115;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
2876;SELECCION, DOTACION, MANTENIMIENTO Y REPOSICION DE ELEMENTOS DE PROTECCION PERSONAL PARA LOS FACTORES DE RIESGO BIOLOGICOS;4;N;0;T11201;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
