"codigohomologado","colvalorbase","fecharegistro","estadoreg","codigocups_id","concepto","tipostarifa_id"
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1052,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1053,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1054,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1055,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1056,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1057,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1058,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1059,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1060,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1061,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1062,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1063,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1064,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1065,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1066,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1067,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1068,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1069,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1070,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1071,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1072,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1073,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1074,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1075,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1076,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1077,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1078,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1079,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1080,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1081,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1082,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1083,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1084,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1085,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1086,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1087,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1088,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1089,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1090,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1091,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1092,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1093,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1094,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1095,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1096,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1097,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1098,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1099,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1100,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1101,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1102,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1103,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1104,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1105,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1106,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1107,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1108,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1109,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1110,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1111,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1112,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1113,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1114,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1115,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1116,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1117,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1118,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1119,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1120,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1121,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1122,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1123,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1124,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1125,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1126,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1127,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1128,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1129,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1130,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1131,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1132,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1133,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1134,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1135,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1136,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1137,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1138,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1139,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1140,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1141,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1142,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1143,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1144,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1145,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1146,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1147,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1148,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1149,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1150,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1151,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1152,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1153,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1154,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1155,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1156,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1157,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1158,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1159,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1160,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1161,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1162,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1163,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1164,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1165,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1166,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1167,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1168,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1169,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1170,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1171,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1172,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1173,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1174,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1175,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1176,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1177,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1178,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1179,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1180,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1181,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1182,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1183,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1184,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1185,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1186,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1187,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1188,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1189,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1190,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1191,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1192,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1193,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1194,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1195,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1196,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1197,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1198,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1199,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1200,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1201,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1202,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1203,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1204,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1205,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1206,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1207,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1208,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1209,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1210,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1211,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1212,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1213,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1214,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1215,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1216,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1217,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1218,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1219,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1220,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1221,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1222,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1223,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1224,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1225,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1226,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1227,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1228,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1229,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1230,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1231,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1232,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1233,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1234,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1235,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1236,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1237,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1238,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1239,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1240,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1241,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1242,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1243,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1244,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1245,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1246,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1247,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1248,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1249,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1250,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1251,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1252,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1253,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1254,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1255,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1256,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1257,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1258,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1259,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1260,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1261,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1262,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1263,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1264,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1265,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1266,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1267,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1268,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1269,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1270,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1271,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1272,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1273,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1274,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1275,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1276,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1277,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1278,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1279,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1280,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1281,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1282,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1283,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1284,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1285,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1286,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1287,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1288,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1289,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1290,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1291,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1292,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1293,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1294,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1295,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1296,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1297,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1298,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1299,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1300,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1301,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1302,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1303,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1304,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1305,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1306,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1307,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1308,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1309,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1310,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1311,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1312,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1313,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1314,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1315,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1316,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1317,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1318,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1319,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1320,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1322,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1327,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1328,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1329,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1330,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1331,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1332,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1333,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1334,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1335,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1336,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1337,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1338,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1339,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1340,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1341,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1342,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1343,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1344,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1345,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1346,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1347,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1348,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1349,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1350,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1351,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1352,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1353,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1354,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1355,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1356,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1357,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1358,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1359,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1360,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1361,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1362,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1363,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1364,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1365,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1366,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1367,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1368,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1369,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1370,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1371,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1372,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1373,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1374,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1375,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1376,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1377,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1378,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1379,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1380,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1381,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1382,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1383,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1384,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1385,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1386,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1387,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1388,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1389,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1390,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1391,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1392,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1393,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1394,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1395,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1396,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1397,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1398,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1399,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1400,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1401,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1402,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1403,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1404,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1405,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1406,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1407,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1408,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1409,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1410,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1411,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1412,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1413,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1414,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1415,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1416,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1417,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1418,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1419,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1420,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1421,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1422,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1423,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1424,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1425,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1426,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1427,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1428,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1429,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1430,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1431,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1432,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1433,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1434,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1435,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1436,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1437,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1438,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1439,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1440,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1441,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1442,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1443,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1444,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1445,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1446,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1447,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1448,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1449,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1450,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1451,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1452,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1456,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",1463,4,2
